oper_num,oper_nm,apprvl_dt,sign_dt,cntry_cd,cntry_nm,publc_sts_nm,sector_cd,sector_nm,subsector_cd,subsector_nm,oper_typ_cd,opertyp_nm,objtv,orig_apprvd_useq_amnt,totl_cost_orig,loc_cntrprt,lending_typ_nm,modality_cd,modality_nm,facility_typ_cd,facility_typ_nm,envmntl_clssfctn_cd,envmntl_clssfctn_nm,lending_instrmnt_cd,lending_instrmnt_nm,lending_typ_cd,sts_cd
ME-T1337,Support for Executive Secretary of the National System of Comprehensive Protection of Children and Adolescents,2017-07-11T00:00,2017-07-11T00:00,ME,Mexico,Closed,SA,HEALTH,SA-SER,HEALTH SERVICES,TCP,Technical Cooperation,The objective of this TC is to carry-out a diagnostic study of the quality of the provision of early childhood public care services in Mexico.,250000.000,250000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1340,Fintech Solutions for Financial Inclusion,2017-12-11T00:00,2017-12-11T00:00,ME,Mexico,Closed,FM,FINANCIAL MARKETS,FM-INC,FINANCIAL INCLUSION,TCP,Technical Cooperation,"The objective of this TC is to design mechanisms that will promote the development of innovative products in the fintech segment for the development banks in Mexico, as well as supporting financial regulators to adequately supervise this new sector. Specifically, it will seek to identify business models and international best practices to design products applicable in Mexico; as well as to support the regulators in the use of mechanisms for technological supervision (suptech) using Machine Learning among others.",180000.000,200000.00,20000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1344,Social Impact Bond: El Futuro en Mis Manos,2016-12-07T00:00,NULL,ME,Mexico,Cancelled,IS,SOCIAL INVESTMENT,IS-GDI,GENDER EQUALITY & WOMENS EMPOWERMENT,TCP,Technical Cooperation,"The objective for the intervention of the social impact bond (SIB) would be to achieve better economic conditions for the MJF that are already enrolled in the State of Jalisco Program, Apoyo a Mujeres Jefas. Emerging evidence suggests that outcomes-based financing models can lead to greater impact with the same money. With the goal of expanding this program with additional services that would eventually supplant the existing AMJF, the State of Jalisco is proposing a SIB in order to finance these services.",700000.000,700000.00,0.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
ME-T1345,Adobe Mezzanine Fund II,2017-01-25T00:00,2018-08-30T00:00,ME,Mexico,Closed,PS,PRIVATE FIRMS AND SME DEVELOPMENT,PS-PYM,SMALL AND MEDIUM ENTERPRISE,TCP,Technical Cooperation,The project's objective is to support the growth of small and medium impact businesses in Mexico by offering mezzanine debt financing with revenue-based repayment structures.,185000.000,375000.00,190000.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
ME-T1346,Tools and Technological Applications for the Strengthening of FND Intermediation,2017-08-21T00:00,2017-08-21T00:00,ME,Mexico,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,"The objective of technical cooperation (TC) is to contribute to the productivity and financial inclusion of rural producers through the application of new processes and tools for evaluation and credit monitoring of the National Agricultural, Rural, Forestry and Fisheries Development Finance ( FND). The expected result is a greater efficiency and effectiveness of FND in its second floor placement.",200000.000,200000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1347,Rural Public Expenditure Studies for the Improvement of the Efficiency and Effectiveness of the Agricultural Expenditure and Environmental Sustainability Programs,2018-02-23T00:00,2018-02-23T00:00,ME,Mexico,Closed,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG-DEV,SUSTAINABLE AGRICULTURAL DEVELOPMENT,TCP,Technical Cooperation,"The objective of this TC is to provide the authorities of the Mexican administration with a set of comparable analyzes of SAGARPA's policies, programs and public spending for the rural sector in recent years and on possible reforms that will serve as the basis for a change in the spending orientation and serve to improve the productivity of small and medium farmers based on the effects of climate change on agricultural production.",400000.000,400000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1348,PROADAPT Monterrey – Increasing Water Resilience,2017-09-21T00:00,2018-03-07T00:00,ME,Mexico,Cancelled,AS,WATER AND SANITATION,AS-AGU,WATER SUPPLY URBAN,TCP,Technical Cooperation,Strengthen water resilience in Monterrey through better water management.,535678.000,1035347.00,499669.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
ME-T1349,Accelerating the Digital Capacity of the Automotive Workforce in the Bajío Region,2017-06-14T00:00,2017-09-08T00:00,ME,Mexico,Closed,IN,INDUSTRY,IN-MAN,MANUFACTURING INDUSTRIES,TCP,Technical Cooperation,A comprehensive intervention strategy will be designed and implemented to improve the talent pipeline of the automotive sector with quality training and education opportunities linked directly to employment with companies in the area.,1250000.000,3000000.00,1750000.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
ME-T1351,Open innovation to combat corruption,2017-06-20T00:00,2017-06-20T00:00,ME,Mexico,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-ETI,TRANSPARENCY AND ANTI-CORRUPTION,TCP,Technical Cooperation,"The objective of this technical cooperation is to support the Government of Mexico through an exercise of ""Smart Crowdsourcing"", which will leverage digital technologies to find innovative solutions to the problem of corruption in the country.",200000.000,200000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1352,Support to the National Security Commission for the Strengthening of Security Management,2017-10-11T00:00,2017-10-11T00:00,ME,Mexico,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-JUS,MODERNIZATION & ADMINIST OFJUSTICE,TCP,Technical Cooperation,"The objective of this technical cooperation is to help strengthen Mexico's police management at the federal level, by supporting: (i) modernization of training and police development processes; (Ii) improvement in the technical capacity for analysis of strategic information on crime and crime; and (iii) improvement in systems for collecting criminal information. These actions will allow the security agencies to improve their management in a coordinated way for decision-making and contribute to the formulation and implementation of public security policies with greater use of information.",300000.000,300000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1354,Support to Regulatory Improvement,2017-10-02T00:00,2017-10-02T00:00,ME,Mexico,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,Pilot implementation of an electronic system of public information on procedures and services that facilitates the knowledge of regulatory requirements by the society and also allows the identification of good regulatory practices between federative entities.,200000.000,200000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1355,Support for Justice Procurement Services Under the Accusatory Criminal Justice System,2017-11-22T00:00,2017-11-22T00:00,ME,Mexico,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-JUS,MODERNIZATION & ADMINIST OFJUSTICE,TCP,Technical Cooperation,"Support the Government of Mexico in the institutional strengthening and improvement of justice procurement services provided by the Attorney General's Office (PGR), in order to consolidate the operation of the Criminal Justice System in the institution.",100000.000,100000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1356,"Support to the Implementation of the General Law on Human Settlements, Land Management, and Urban Development (LGAHOTDU)",2017-11-01T00:00,2017-11-01T00:00,ME,Mexico,Closed,DU,URBAN DEVELOPMENT AND HOUSING,DU-LAN,URBAN LAND PLANNING AND MANAGEMENT,TCP,Technical Cooperation,It is to contribute to the preparation and implementation of the operation of credit ME-L1266 in support of urban sustainability and regulation of the LGAHOTDU. This will be achieved through the preparation of technical inputs and the documents that will contribute to the adjustment to the model of urban development and the implementation of the law.,1000000.000,1000000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1357,Support for the Development and Implementation of the Urban and Land Information System,2017-12-11T00:00,2017-12-11T00:00,ME,Mexico,Closed,DU,URBAN DEVELOPMENT AND HOUSING,DU-LAN,URBAN LAND PLANNING AND MANAGEMENT,TCP,Technical Cooperation,"The objective of this technical cooperation (TC) is to strengthen the institutional capacity of the Secretary for Territorial and Urban Development of Mexico (SEDATU) by supporting SEDATU in the conceptualization, development, and implementation of the urban and land information system.",750000.000,833400.00,83400.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1359,Support to the Energy Efficiency Program in Federal Government Public Buildings,2020-08-20T00:00,2020-08-20T00:00,ME,Mexico,Closed,EN,ENERGY,EN-EEC,ENERGY EFFICIENCY AND RENEWABLE ENERGY IN END USE,TCP,Technical Cooperation,"The general objective of this Technical Cooperation (TC) is to support the GoM, specifically SENER, and participating institutions in the implementation of the EOAPF Energy Efficiency Project to identify and implement improvements in execution; generate the necessary information to expand the implementation of the ""Energy Efficiency Project in Office Buildings of the Federal Public Administration"" (ME-L1267) to other APF buildings, also including the identification of opportunities and potential for the use of RE, and generate knowledge and experiences to promote EE and RE at the sub-national level.",200000.000,200000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1360,"Continuous Improvement of Water and Sanitation Operators in Mexico - Application of AquaRating as Monitoring Tool for Continuous Improvement, and Capacity Building in Asset Management",2018-03-15T00:00,2018-03-15T00:00,ME,Mexico,Closed,AS,WATER AND SANITATION,AS-GRH,INTEGRAL MANAGEMENT OF WATER RESOURCES,TCP,Technical Cooperation,"The objectives of the Technical Cooperation (TC) are: (i) Support to WSOs in the implementation of AquaRating as the tool for the monitoring of continuous improvement; and (ii) strengthen the capacity of WSOs in asset management, by undertaking the following activities: (a) diagnostics and improvement plans in WSO asset management in Mexico, (b) developing a practical guide to diagnosis and improvement in asset management, and (c) training and dissemination.",1250000.000,1250000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,NULL,NULL,SG,EXITED
ME-T1361,Institutional Strengthening for the Implementation of the Transparency Arrangements Required under Mexico's Nationally Determined Contribution (NDC),2017-11-02T00:00,2017-11-02T00:00,ME,Mexico,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-ADA,CLIMATE CHANGE ADAPTATION POLICY,TCP,Technical Cooperation,"Strengthen institutional transparency arrangements to monitor the achievement of national results under the implementation of Mexico's NDC, supporting the measurement of the goals of the Special Program for Climate Change (PECC), and laying the ground for the implementation of the ME-L1268 "" Support to the implementation of the NDC of Mexico""",1000000.000,1125000.00,125000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1362,Support to the Evaluation of the Strategy Salud en Tu Escuela,2018-11-27T00:00,2018-11-27T00:00,ME,Mexico,Closed,SA,HEALTH,SA-HSS,HEALTH SYSTEM STRENGTHENING,TCP,Technical Cooperation,To support the evaluation of Salud en Tu Escuela to inform the decision-making process of expanding this health promotion strategy in public school.,300000.000,300000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1364,"Support for the Victims of the Earthquake in Chiapas on September 7, 2017",2017-10-24T00:00,2017-11-01T00:00,ME,Mexico,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-EIR,IMMEDIATE RESPONSE TO EMERGENCY,TCP,Technical Cooperation,"Support to the Mexican Goverment to help affected population by the Earthquake in Chiapas September 7, 2017",200000.000,200000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
ME-T1365,"Support for the Victims of the Earthquake in Morelos on September 19, 2017",2017-10-24T00:00,2017-11-01T00:00,ME,Mexico,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-EIR,IMMEDIATE RESPONSE TO EMERGENCY,TCP,Technical Cooperation,"Support to the Mexican Goverment to help affected population by the Earthquake on September 19, 2017",200000.000,200000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
ME-T1366,Post-Earthquake Infrastructure Immediate Damage Assessment,2017-11-02T00:00,2017-11-02T00:00,ME,Mexico,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-DRM,INTEGRATED DISASTER RISK MANAGEMENT,TCP,Technical Cooperation,"This TC provides support to the Federal Government of Mexico to conduct a quick but detailed infrastructure assessment to evaluate its current vulnerability and extract lessons that will feed in an upcoming post-earthquake reconstruction plan and, if recommended by the results of the assessment, in updating the 1985 standards. The outcome of this TC is to ensure resilience of the public infrastructure and services in the country against future massive seismic events.",500000.000,555600.00,55600.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1367,Scaling Climate Smart Transformation of Coffee Landscapes in Mexico,2018-08-31T00:00,2018-11-26T00:00,ME,Mexico,Closed,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG-DEV,SUSTAINABLE AGRICULTURAL DEVELOPMENT,TCP,Technical Cooperation,The project will address the three critical challenges to mainstreaming adoption of CSA practices to enable more rapid and scalable deployment of CSA solutions and easier adoption by producers,1210000.000,2470000.00,900000.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
ME-T1372,Institucional Strenghthening for States and Municipalities fiscal Responsibility,2018-04-18T00:00,2018-04-18T00:00,ME,Mexico,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-DES,DECENTRALIZATION & INTERGOVERNMENTAL RELATIONS,TCP,Technical Cooperation,"The objective of this Technical Cooperation (TC) is to strengthen the fiduciary systems of the Ministry of Finance and the institutional capacities of the Federal Government and sub-national governments, for the proper implementation of the Fiscal Discipline Law of Federative Entities and Municipalities (FDL). This will be achieved through: (i) the development and implementation of a computer module for the Alert System created by the mentioned FDL, which will facilitate the collection and processing of the information required by System, and the development and implementation of a platform for the elaboration of medium-term fiscal projections and analysis of debt sustainability; (ii) the training of sub-national government officials in the FDL; and (iii) the generation of evidence on the effectiveness of the FDL, in order to develop recommendations to strengthen the current legislation.",250000.000,250000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1374,Support to Territorial and Forest Management to Support to the Climate Change Agenda in Mexico,2018-10-18T00:00,2018-10-18T00:00,ME,Mexico,Cancelled,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-FOR,FOREST RESOURCES MANAGEMENT,TCP,Technical Cooperation,"The main objective is to strengthen the Government of Mexico, through the National Forest Commission (CONAFOR), in the strengthening of capacities for land management in the forest sector, in order to contribute to achieving the objectives of Mexico's climate change agenda and its Nationally Determined Contribution (NDC). submitted by the country before the Paris Agreement (AP) of 2015.",250000.000,250000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1381,Support to the Attorney General Office of Mexico to Strengthen its Criminal Investigation Capacities,2018-08-16T00:00,2018-08-16T00:00,ME,Mexico,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-JUS,MODERNIZATION & ADMINIST OFJUSTICE,TCP,Technical Cooperation,"Develop a set of projects to strengthen the capabilities of the Criminal Investigation Agency that allow to continue the new model for the investigation of crimes in Mexico, harmonized with international standards of the institutions responsible for the investigation, the Sistema de Justicia Penal Acusatorio (SJPA) model and the characteristics required of an autonomous prosecutor in the investigation of crimes. The foregoing, through: (i) preparing a strategic plan for the AIC that allows for the removal of critical processes, (ii) articulating the career service with the training system, and (iii) generating a coordination mechanism for the systems of information management.",250000.000,250000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1382,Linking Small Producers of Native Maize to Specialty Culinary Markets,2018-10-11T00:00,2019-04-11T00:00,ME,Mexico,Cancelled,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG-DEV,SUSTAINABLE AGRICULTURAL DEVELOPMENT,TCP,Technical Cooperation,"The objective is to support a group of farmers and experts that will provide the collective ability to the small farmers to reach the markets that are demanding the product that they have carefully conserved through continued selection and cultivation. A major activity is to form a collective trademark, to differentiate native maize from hybrid maize, as well as to differentiate maize produced by smallholder farmers growing the traditional maize of their areas and to ensure that the price paid values the quality and rarity of their product.",1002000.000,1988362.00,986362.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
ME-T1383,Knowledge Exchange on Migrant Support Initiatives between Northern Triangle Countries and Mexico,2018-06-20T00:00,2018-06-20T00:00,ME,Mexico,Closed,IS,SOCIAL INVESTMENT,IS-MIG,MIGRATION & MIGRANTS,TCP,Technical Cooperation,"1) Strengthen the knowledge and capacities of Northern Triangle foreign affairs officers (at chanceries as well as diplomatic and consular missions) on initiatives to support migrants in the United States, and planning eventualities for assisted return of nationals, as well as legal support. 2) Secure the commitment of the officials participating in the workshop to train colleagues at their chanceries and consulates and diplomatic missions, as well as to conduct informative sessions for their communities in the United States.",8511.000,8511.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
ME-T1384,Early Childhood Development in Public Daycare Centers in Mexico,2018-10-01T00:00,2018-10-01T00:00,ME,Mexico,Closed,IS,SOCIAL INVESTMENT,IS-ECD,EARLY CHILDHOOD DEVELOPMENT,TCP,Technical Cooperation,"The objectives of this TC are to carry-out a diagnostic study of the quality of the provision of early childhood public care services in Mexico, by provider; and of the developmental level of the children who receive these services. This TC builds upon the study initiated by the technical cooperation ME-T1337, which measures the quality of the provision of early childhood public care services in Mexico, by increasing the total number of classrooms filmed and adding a measure of child development.",400000.000,400000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1385,Project Margarita: A Sustainable Milk Supply Strategy to Improve the Quality of Life in Jalisco,2018-11-26T00:00,2019-02-25T00:00,ME,Mexico,Closed,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG-AGB,AGRIBUSINESS,TCP,Technical Cooperation,"Support dairy producers in Jalisco to increase their productivity and climate resilience, as well as access to better markets, through the use of disruptive technology and the development of a multi-buyer corporate platform.",1305000.000,3717938.00,2412938.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
ME-T1386,Labor Market and Social Security Implications of the Platform Economy – The Case of a Major Ride-Hailing Application,2018-10-03T00:00,2018-10-03T00:00,ME,Mexico,Closed,IS,SOCIAL INVESTMENT,IS-LPO,LABOR POLICY,TCP,Technical Cooperation,"The objective of this TC is to increase the knowledge of the Mexican government and policy-makers about strategies to leverage digital, on-demand labor intermediation platforms to expand access to the labor market and promote social security contributions in LAC, a region where neither of these potentials are well understood.",250000.000,250000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1390,Transparency under the Paris Agreement: National and Sub-National contribution tracking towards Mexico’s NDC (CBIT Mexico),2020-12-17T00:00,2021-06-15T00:00,ME,Mexico,Implementation,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-ADA,CLIMATE CHANGE ADAPTATION POLICY,TCP,Technical Cooperation,Develop a platform for tracking and reporting Mexico's NDC implementation,1826485.000,1826485.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,ACTIVE
ME-T1391,Applying Technology to Create an Integrated and Comprehensive Pension System in Mexico,2020-12-09T00:00,2020-12-09T00:00,ME,Mexico,Closed,IS,SOCIAL INVESTMENT,IS-PSS,PENSIONS & SOCIAL SECURITY,TCP,Technical Cooperation,This TC seeks to use and apply recent technological advances to facilitate and strengthen the development of an integrated and comprehensive pension system in Mexico.,290000.000,290000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1392,Support to Mexican Labor Market Policies,2019-07-24T00:00,2019-07-24T00:00,ME,Mexico,Closed,IS,SOCIAL INVESTMENT,IS-LIS,LABOR INTERMEDIATION SYSTEMS,TCP,Technical Cooperation,"This Technical Cooperation will support labor-market policies including the youth training program, which is a priority program for the new federal government, especially for the Ministry of Labor (STPS). Specifically, this technical cooperation will support: (i) the strengthening of processes, procedures, and employment policies of the STPS; (ii) the strengthening of the Youth Building the Future Program (JCF); and (iii) the improvement of information and communication technologies (ICTs) of the National Employment Service (SNE) and the JCF.",250000.000,250000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1393,Support for the Implementation of Labor Reform in Mexico,2019-07-17T00:00,2019-07-17T00:00,ME,Mexico,Closed,IS,SOCIAL INVESTMENT,IS-LPO,LABOR POLICY,TCP,Technical Cooperation,"This TC will provide technical support to the loan ""Program to promote better working conditions in Mexico"". Additionally, the TC will provide key inputs for the government for the implementation of an important labor reform.",200000.000,200000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1394,Strengthening Tax Revenues Digital Management,2019-08-09T00:00,2019-08-09T00:00,ME,Mexico,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,TCP,Technical Cooperation,"The objective of this technical cooperation (TC) is to support the Tax Administration Service (SAT) of Mexico in its digital transformation process, in order to increase the tax collection. The specific objective is to support the implementation of a data laboratory (DataLab) within the SAT, seeking to promote the development of innovative self-service applications and prototypes that support risk management tasks and enhance the use of available information for collection purposes.",150000.000,150000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1399,Supporting the Transparency Agenda in Mexico,2019-12-05T00:00,2019-12-05T00:00,ME,Mexico,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-ETI,TRANSPARENCY AND ANTI-CORRUPTION,TCP,Technical Cooperation,"The objective of this TC is to enhance government transparency, integrity and the efficiency of Mexico's public sector to improve the quality of services delivered to citizens. The specific objectives are: (i) Contribute to the implementation of the National Digital Platform of the Anti-corruption National System; (ii) Promote adequate Anti-Money Laundering policies and regulations in accordance to FATF recommendations; and (iii) improve business environment at the municipal level in Mexico, through the simplification, standardization and digitization of the Construction Licenses processes.",350000.000,350000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1400,Support for the Operationalization of the Attorney General’s Office of Mexico City (CDMX),2019-10-29T00:00,2019-10-29T00:00,ME,Mexico,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-JUS,MODERNIZATION & ADMINIST OFJUSTICE,TCP,Technical Cooperation,"The main objective is to support the Government of Mexico City in the operationalization of the Attorney General of Mexico City, in order to consolidate the operation of the Accusatory Criminal Justice System in the institution. The specific objectives of the TC: (i) consolidate the definition of the New Model of Law Enforcement; (ii) design a Transition Plan of the Attorney General's Office to the Attorney General's Office, based on the New Model of Justice Procurement; and (iii) develop a proposal for the training of authorities in the new method of analyzing criminal statistics.",200000.000,200000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1402,Supporting the health care system in Mexico City in responding to COVID-19.,2020-12-03T00:00,2020-12-03T00:00,ME,Mexico,Closed,SA,HEALTH,SA-HSS,HEALTH SYSTEM STRENGTHENING,TCP,Technical Cooperation,"Apoyar a la Secretaría de Salud del gobierno de la Ciudad de México (Sedesa), en el contexto de COVID-19, en el fortalecimiento del sistema de vigilancia epidemiológica, que asegure la investigación de casos, el seguimiento de contactos y la visualización de cadenas de transmisión, mediante la integración de un sistema de información en salud, capaz de generar datos en tiempo real para la toma de decisiones. Así mismo, contribuir al mejoramiento de la atención oportuna y de calidad de los pacientes al fomentar la aplicación de nuevas tecnologías como telesalud. El primer caso de COVID-19 en el país se registró el 28 de febrero y la primera muerte por esta causa ocurrió el 18 de marzo del mismo mes. Al 29 de septiembre 2020, México ha confirmado 738.163 casos de COVID-19, de los cuales 24.842 continúan activos. Según los datos de la Secretaría de Salud (SS), la Ciudad de México (CDMX) y el Estado de México concentran el 28% de los casos confirmados, y los casos van desde 4.930 casos en Colima a 149.386 en la CDMX. Las cifras al 29 de septiembre muestran que, de los casos confirmados, 24% han sido hospitalizados y 76% han sido ambulatorios. Las muertes confirmadas a causa de coronavirus al momento son 77.163 con una tasa de letalidad de 10%. Las altas tasas de diabetes y obesidad en el país ponen a la población (aún joven) en un riesgo mayor de complicaciones y muerte. Al 23 de septiembre, la CDMX había realizado 6.114 pruebas para identificación del virus SARS-COV2 en pacientes hospitalizados, de los cuales 47% dieron un resultado positivo. Los cambios en los establecimientos de salud puestos en operación a partir de la reconversión hospitalaria continuarán al menos hasta octubre y se está contemplando que la infraestructura fija pueda atender otros problemas de salud permanentemente. Un ejemplo es mantener las camas para la atención de COVID-19 para los pacientes de influenza estacional. La SS ha declarado que es prioritario asegurar un diagnóstico oportuno de la influenza y el COVID-19 pues la transmisión continuará durante la temporada de influenza. Es por esta razón, que monitorear el uso de los recursos disponibles (camas, ventiladores, etc.) y fortalecer los sistemas de información para el seguimiento de pacientes y su posible hospitalización es crítico. La información oportuna, confiable y en tiempo en el contexto de COVID ha sido clave para la toma de decisiones para México y las entidades federativas. Sin embargo, el sistema de información epidemiológica se alimenta de los datos que provienen de los sistemas estatales de salud, que difieren en su grado de madurez e integración tecnológica. Por ejemplo, no todos los estados tienen ya implementado un expediente clínico electrónico. La Sedesa atiende a la población abierta, no derecho habiente de algún esquema de aseguramiento de seguridad social o privada, a través de su red de servicios. Al 31 de julio de 2020 se tenían afiliadas 4,171,062 personas al programa de Acceso Gratuito a los Servicios Médicos y Medicamentos de la CDMX, enfocado a la atención médica de las personas sin seguridad social en la ciudad Además, se realizaron 115.033 trámites de referencia desde las unidades de Atención Primaria a la Salud a instalaciones de segundo y tercer nivel. En cuanto a la infraestructura, la Sedesa cuenta con 374unidades médicas en el primer nivel de atención y 32 en el segundo nivel. Dentro de las instalaciones para segundo nivel, se cuenta con un hospital de especialidades.",250000.000,250000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
