oper_num,oper_nm,apprvl_dt,sign_dt,cntry_cd,cntry_nm,publc_sts_nm,sector_cd,sector_nm,subsector_cd,subsector_nm,oper_typ_cd,opertyp_nm,objtv,orig_apprvd_useq_amnt,totl_cost_orig,loc_cntrprt,lending_typ_nm,modality_cd,modality_nm,facility_typ_cd,facility_typ_nm,envmntl_clssfctn_cd,envmntl_clssfctn_nm,lending_instrmnt_cd,lending_instrmnt_nm,lending_typ_cd,sts_cd
AR-L1036,Multiphase Development Infrastructure: Support Production Entre Rios,2007-11-14T00:00,2008-04-17T00:00,AR,Argentina,Closed,PS,PRIVATE FIRMS AND SME DEVELOPMENT,PS,PRIVATE FIRMS AND SME DEVELOPMENT,LON,Loan Operation,"Contribute to the development and competitiveness of the economy of the province of Entre Ríos. El Gobierno de Entre Ríos (GdER) identificó 4 (cuatro) subsectores de intervención: (i) el sector vial, con el mejoramiento y pavimentación de 200km de tramos de carreteras; (ii) el sector eléctrico, con la construcción de la Estación Transformadora ""Gran Paraná"" de 500 / 132 kV, del denominado ""Cierre Norte"" del Sistema de transmisión de 132 kV, y obras complementarias; (iii) el sector portuario-fluvial, con la elaboración de un Plan Maestro del Sistema de Puertos de la provincia, incluyendo un programa de inversiones y un plan de negocios para viabilizar los proyectos portuarios prioritarios; y (iv) el sector productivo, a través del fortalecimiento de las cadenas de valor.",100000000.000,125000000.00,25000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1037,PEF: AR-L1033 Credit and Competitiveness Support for PYMES,2006-11-02T00:00,2006-12-14T00:00,AR,Argentina,Cancelled,PS,PRIVATE FIRMS AND SME DEVELOPMENT,PS-PYM,SMALL AND MEDIUM ENTERPRISE,LON,Loan Operation,"The objective of this PROPEF is to finance studies and activities that will support the design and starting execution of AR-L1017 (Credit and Competitiveness Support for PYMES), before its first disbursement, in order to decrease the possible risks of late and not so convenient execution.",1500000.000,1500000.00,0.00,Sovereign Guaranteed,PPE,PPE (Project Preparation Execution),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1038,Program to Support a Policy on Improving Equity in Education,2008-03-11T00:00,2008-04-17T00:00,AR,Argentina,Closed,ED,EDUCATION,ED,EDUCATION,LON,Loan Operation,"To support the implementation of the Education Financing Law and the General Education. Those laws are the basis of the Argentinean education strategy for the next five years. The specific objectives are: (i) quality improvement; (ii) to assure access and completion of basic and secondary education for kids from the poorer families; (iii) increase in the school day for schools in poorer areas; (iv) higher completion rates in secondary education; and (v) improvements in learning and use of information technology and communication. The specific activities include, scholarships, textbooks and education materials, school improvement projects in schools located in poorer neighborhoods; financing of school infrastructure and equipment; and upgraded of school facilities.",630000000.000,700000000.00,70000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B13,Uncategorized Directive B.13,INV,Investment Loan,SG,EXITED
AR-L1043,Extended School Day Program for Rio Negro Province,2008-06-18T00:00,2009-01-15T00:00,AR,Argentina,Closed,ED,EDUCATION,ED-PRI,PRIMARY EDUCATION,LON,Loan Operation,To improve the quality and the infrastructure of education in the Rio Negro Province,58500000.000,65000000.00,6500000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,INV,Investment Loan,SG,EXITED
AR-L1044,PEF: AR-L1045 Productive Road Infrastructure Program,2007-06-05T00:00,2007-08-27T00:00,AR,Argentina,Closed,TR,TRANSPORT,TR,TRANSPORT,LON,Loan Operation,"The facility will provide the necessary resources required to approve the Productive Road Infrastructure Program, with the objective of complementing the road infrastructure in those provinces that have received the impact of natural phenomenons, such as ""El Niño"", in order to improve their competitiveness. The program will add upon and complement the Emergency Program for recovery of areas affected by flooding, 1118/OC-AR.",1500000.000,1500000.00,0.00,Sovereign Guaranteed,PPE,PPE (Project Preparation Execution),NULL,NULL,B13,Uncategorized Directive B.13,INV,Investment Loan,SG,EXITED
AR-L1045,First Productive Road Infrastructure Program,2009-09-16T00:00,2010-03-29T00:00,AR,Argentina,Closed,TR,TRANSPORT,TR,TRANSPORT,LON,Loan Operation,"The main objectives of the Program include: strengthening the provincial productive road networks, connect local production areas with the national highway network in order to improve access to consumer centers, improve regional interchange, support economic growth, consolidate the reactivation of the productive sector, contribute to reduce poverty and unemployment and strengthen the regional institutions in charge of the road sector.",120000000.000,150000000.00,30000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1046,PEF: AR-L1013 Norte Grande Competitiveness Program,2007-02-28T00:00,2007-05-09T00:00,AR,Argentina,Closed,PS,PRIVATE FIRMS AND SME DEVELOPMENT,PS-EMP,"ENTERPRISE DEVELOPMENT, CLUSTERS AND INNOVATION",LON,Loan Operation,The objective of this financing is to support to the Undersecretary's office of Economic Coordination for: (i) to carry out the necessary activities to culminate the preparation and beginning of the Support Program for Competitiveness of the Great North (AR-L1013); and (ii) execute a preliminary exercise in two provinces of the Great North Region.,750000.000,750000.00,0.00,Sovereign Guaranteed,PPE,PPE (Project Preparation Execution),NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,INV,Investment Loan,SG,EXITED
AR-L1063,Project to Integrate Small Producers into the Wine Production Chain,2008-12-10T00:00,2009-03-31T00:00,AR,Argentina,Closed,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG-AGB,AGRIBUSINESS,LON,Loan Operation,To improve the profitability and the income sustainability of small primary producers within the grape & wine chain. Project's purpose is to attain a better and bigger integration of the actors within the grape and wine chain.,50000000.000,75000000.00,25000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1064,Strengthen the Agricultural Innovation System,2010-09-21T00:00,2011-03-26T00:00,AR,Argentina,Closed,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG-RES,AGRICULTURAL RESEARCH AND INNOVATION,LON,Loan Operation,The objective of the Program is to contribute to the improvement of the agrifood sector competitiveness. Program's purpose is the strengthening of the agricultural innovation system for generating and transfer new technologies.,170000000.000,213000000.00,43000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1067,Forest Sustainability and Competitiveness Program,2012-11-28T00:00,2013-05-16T00:00,AR,Argentina,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-FOR,FOREST RESOURCES MANAGEMENT,LON,Loan Operation,"The objective of the project is to contribute to the sustainable management and competitiveness of forest plantations by raising product quality in both primary production and initial processing, diversifying the productive base, and improving access to supply chains and markets for micro, small, and medium-sized enterprises (MSMEs).",60000000.000,74800000.00,14800000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1068,"Program for Rural Development and Family Agriculture, PRODAF",2012-06-21T00:00,2013-01-30T00:00,AR,Argentina,Closed,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG-DEV,SUSTAINABLE AGRICULTURAL DEVELOPMENT,LON,Loan Operation,The objective is to increase the income of family farmers by increasing productivity.,30000000.000,41000000.00,11000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1071,Development of Tourism Corridors,2011-11-02T00:00,2012-10-30T00:00,AR,Argentina,Implementation,TU,SUSTAINABLE TOURISM,TU-DES,DEVELOPMENT TOURISM DESTINATION & PRODUCT MANAGEMENT,LON,Loan Operation,"The program's goal is to increase tourism expenditure, improving the spatial and temporal tourist exploitation of protected areas and their associated tourism destinations.",80000000.000,105000000.00,25000000.00,Sovereign Guaranteed,GOM,GOM (Global of Multiple Works Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,ACTIVE
AR-L1073,CCLIP: Program of Technological Innovation,2009-09-02T00:00,2010-03-08T00:00,AR,Argentina,Closed,ST,SCIENCE AND TECHNOLOGY,ST-RDI,R&D AND INNOVATION FUNDING,LON,Loan Operation,"To contribute to enterprises competitiveness and to the improvement of population quality of life through the country's science, technology and innovation development.",100000000.000,125700000.00,25700000.00,Sovereign Guaranteed,PDL,PDL (Performance Driven Loan),NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,INV,Investment Loan,SG,EXITED
AR-L1074,Citizen Security and Inclusion Program,2009-10-21T00:00,2010-06-30T00:00,AR,Argentina,Closed,IS,SOCIAL INVESTMENT,IS-SEC,CITIZEN SAFETY,LON,Loan Operation,"To attend the implementation of an innovating Program in the matter of Citizen Security, with a multifocal criterion, based on the inclusion like axis for the diminution of the social confliction in the Province of Buenos Aires. This boarding aims at the marginal conglomerates where the most vulnerable population exists.",25000000.000,36600000.00,11600000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,INV,Investment Loan,SG,EXITED
AR-L1078,"Strengthen the Ministry of Foreign Relations, International Trade and Worship II",2011-04-26T00:00,2012-11-29T00:00,AR,Argentina,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,LON,Loan Operation,"The objective of the program is to improve the institutional performance of the MRECIC in the areas of operational management, trade promotion, and attraction of investments, to help increase participation by small and medium-sized enterprises (SMEs) in foreign trade activities.",3000000.000,3900000.00,900000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,INV,Investment Loan,SG,EXITED
AR-L1079,Supply Elec. to Country's Regions under Federal Electricity Transmission Plan,2011-01-11T00:00,2011-03-26T00:00,AR,Argentina,Closed,EN,ENERGY,EN-D&T,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,LON,Loan Operation,The general objective of the Program is to efficiently support and contribute to the supply of electricity to the different regions in the argentinian electric system. The works to be financed will help overcome the problems and risks that the electricity transmission system of Argentina faces. The specific objectives of the Program are to: (i) recover the electricity transmission capacity at the provincial level; and (ii) increase the efficiency and reliability of the transmission and distribution systems.,120000000.000,240000000.00,120000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
