oper_num,oper_nm,apprvl_dt,sign_dt,cntry_cd,cntry_nm,publc_sts_nm,sector_cd,sector_nm,subsector_cd,subsector_nm,oper_typ_cd,opertyp_nm,objtv,orig_apprvd_useq_amnt,totl_cost_orig,loc_cntrprt,lending_typ_nm,modality_cd,modality_nm,facility_typ_cd,facility_typ_nm,envmntl_clssfctn_cd,envmntl_clssfctn_nm,lending_instrmnt_cd,lending_instrmnt_nm,lending_typ_cd,sts_cd
RG-T3963,BID Lab Forum 2021,2021-09-28T00:00,2021-09-28T00:00,RG,Regional,Cerrado,RI,INTEGRACIÓN REGIONAL,RI-RCC,COOPERACIÓN REGIONAL Y TRANSFRONTERIZA,TCP,Cooperación Técnica,"El objetivo de este proyecto es contribuir a la difusión del conocimiento y las mejores prácticas en las MIPYMES y el ecosistema de innovación y emprendimiento en América Latina y el Caribe, a través de la organización del “BID Lab Forum”, y la elaboración de productos de conocimiento relacionados para servir como plataforma de difusión y diálogo con socios y grupos de interés.",965000.000,965000.00,0.00,NSG,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Instrumento del Fondo Multilateral de Inversiones,NSG,EXITED
RG-T3964,Programa de Finanzas Verdes y Sostenibles del BID para ALC,2021-10-19T00:00,2021-10-19T00:00,RG,Regional,Cerrado,FM,MERCADOS FINANCIEROS,FM-BNK,DESARROLLO DEL MERCADO BANCARIO,TCP,Cooperación Técnica,"El objetivo del Programa de Financiamiento Verde y Sostenible del BID es promover inversiones sostenibles para la recuperación socioeconómica del COVID-19, principalmente en Colombia y Perú. El Programa trabaja simultáneamente por el lado de la oferta de bonos, apoyando su emisión, y por el lado de la demanda, generando transparencia y comparabilidad para los inversionistas. Ayudará a movilizar capital privado hacia inversiones que impulsen el crecimiento económico, creen empleos y coloquen a ALC en un camino de desarrollo más sostenible e inclusivo.",1000000.000,1000000.00,0.00,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,EXITED
RG-T3966,Niños Afectados por la Migración en el Triángulo Norte,2021-12-07T00:00,2021-12-07T00:00,RG,Regional,Cerrado,ED,EDUCACION,ED-PRE,EDUCACIÓN PREESCOLAR Y EN LA PRIMERA INFANCIA,TCP,Cooperación Técnica,"El objetivo general es analizar el efecto en el desarrollo social y emocional de los niños afectados por la migración de sus padres o haber experimentado procesos propios de migración, la economía del cuidado detrás de los familiares o cuidadores que crían a estos niños y las prácticas de crianza en los hogares de Honduras y Guatemala. Los objetivos específicos son generar datos para (1) identificar hogares en el Triángulo Norte con niños de 0 a 6 años cuyos padres han migrado, y (2) estimar el efecto de la migración en el DIT de estos niños.",251283.000,251283.00,0.00,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,EXITED
RG-T3967,Apoyo Institucional a la Consolidación del Ecosistema de Inclusión Financiera Digital en América Latina y el Caribe,2021-12-17T00:00,2021-12-17T00:00,RG,Regional,Cerrado,FM,MERCADOS FINANCIEROS,FM-REG,REGLAMENTACIÓN Y SUPERVISIÓN FINANCIERAS,TCP,Cooperación Técnica,"Esta operación tiene como objetivo brindar apoyo a los gobiernos de América Latina y el Caribe (ALC) en la mejora de su capacidad institucional para enfrentar los desafíos que la inclusión financiera digital genera para las políticas públicas, la supervisión y la regulación.",230000.000,230000.00,0.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
RG-T3968,CT Fondo de Adaptación para Pequeños Productores - SMAF,2021-10-07T00:00,NULL,RG,Regional,Cancelado,PA,MEDIO AMBIENTE Y DESASTRES NATURALE,PA-FCC,FINANCIAMIENTO RELACIONADO CON EL CAMBIO CLIMÁTICO,TCP,Cooperación Técnica,Otorgar asistencia tecnica en financiamiento climático y de adaptación a los prestatarios del Fondo de Adaptación para Pequeños Productores (SMAF).,200000.000,1032140.00,832140.00,NSG,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Instrumento del Fondo Multilateral de Inversiones,NSG,EXITED
RG-T3969,“Fondo de Adaptación al Cambio Climático para Pequeños Productores Agropecuarios (SMAF),2021-10-07T00:00,NULL,RG,Regional,Cancelado,PA,MEDIO AMBIENTE Y DESASTRES NATURALE,PA-FCC,FINANCIAMIENTO RELACIONADO CON EL CAMBIO CLIMÁTICO,TCP,Cooperación Técnica,Otorgar asistencia tecnica en financiamiento climático y de adaptación a los prestatarios del Fondo de Adaptación para Pequeños Productores (SMAF).,200000.000,1032140.00,832140.00,NSG,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Instrumento del Fondo Multilateral de Inversiones,NSG,EXITED
RG-T3970,Secuestro de Carbono Orgánico en Suelos de América Latina y el Caribe: Identificación de Oportunidades y Cuantificación de su Impacto Económico y Ambiental,2021-08-23T00:00,2021-11-03T00:00,RG,Regional,Implementación,AG,AGRICULTURA Y DESARROLLO RURAL,AG-TEC,ADOPCIÓN DE TECNOLOGÍA AGRÍCOLA,TCP,Cooperación Técnica,"Contribuir al diseño de usos y manejos de la tierra con alto potencial de secuestro de COS en los sistemas productivos agropecuarios de ALC, y generar capacidades en ALC para la cuantificación y el monitoreo del stock de COS.",480888.620,1461128.62,980240.00,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,ACTIVE
RG-T3971,Fomentando las cadenas regionales de valor en América Latina y el Caribe,2021-12-08T00:00,2021-12-08T00:00,RG,Regional,Implementación,RI,INTEGRACIÓN REGIONAL,RI-ENA,ENTORNO PROPICIO PARA LA INTEGRACIÓN SOSTENIBLE,TCP,Cooperación Técnica,"El objetivo principal de esta Cooperación Técnica (CT) es apoyar el esfuerzo coordinado que está llevando a cabo el Grupo BID para el fortalecimiento de las cadenas regionales de valor en ALC, en el contexto de la implementación de las oportunidades de desarrollo identificadas en la Visión 2025 del Banco y en su Nota Conceptual sobre el Fortalecimiento de las Cadenas Regionales de Valor, a través del avance en la realización de un diagnóstico exhaustivo de dónde se encuentran las oportunidades tanto a nivel nacional como dentro de sectores específicos pre-identificados como de gran potencial de atraer inversiones, promover las exportaciones y mejorar la inserción de la región en las cadenas de valor.",650000.000,350000.00,0.00,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,ACTIVE
RG-T3973,Fortalecimiento de las Cadenas Regionales de Valor en los países del Triángulo del Norte,2021-12-08T00:00,2021-12-08T00:00,RG,Regional,Implementación,RI,INTEGRACIÓN REGIONAL,RI-ENA,ENTORNO PROPICIO PARA LA INTEGRACIÓN SOSTENIBLE,TCP,Cooperación Técnica,"En el marco de la estrategia de fortalecimiento de las cadenas regionales de valor, implementar programas de ""finishing schools"" en los países del Triángulo Norte para brindar a los trabajadores habilidades básicas en inglés y certificación de TI para que puedan trabajar con éxito en el sector BPO, que ha sido identificado como una oportunidad de corto plazo para el crecimiento y la generación de empleo en la subregión.",350000.000,350000.00,0.00,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,ACTIVE
RG-T3974,Promoción de tecnologías digitales para las industrias creativas de ALC,2021-12-09T00:00,2021-12-09T00:00,RG,Regional,Cerrado,ST,CIENCIA Y TECNOLOGIA,ST-RDI,FINANCIAMIENTO DE LA INVESTIGACIÓN Y EL DESARROLLO Y LA INNOVACIÓN,TCP,Cooperación Técnica,El objetivo general de esta cooperación técnica es fortalecer el ecosistema regional de emprendimiento e innovación para apoyar el desarrollo de soluciones tecnológicas digitales innovadoras para las industrias culturales y creativas.,150000.000,150000.00,0.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
RG-T3975,Desarrollo Sostenible de la Amazonía con enfoque de género y diversidad.,2022-07-18T00:00,2022-07-18T00:00,RG,Regional,Implementación,IS,INVERSIONES SOCIALES,IS-IND,DESARROLLO DE LOS PUEBLOS INDÍGENAS,TCP,Cooperación Técnica,"El objetivo de este proyecto es generar información actualizada e insumos técnicos referentes al desarrollo económico, social y ambiental, inclusivo y sostenible sobre la región Amazónica de Colombia, Bolivia, Brasil, Ecuador, Guyana, Perú y Surinam. Los insumos servirán para informar tanto las estrategias de país como el diseño de operaciones en dicha región en el marco de la Iniciativa Amazónica. Específicamente, la CT generará productos de conocimiento relevante sobre: a) la identificación de las barreras de acceso al mercado, capital financiero y necesidades de asistencia técnica para potenciales beneficiarios de los pueblos indígenas, Afrodescendientes y con un enfoque en mujeres ; b) caracterización socio-económica de la región amazónica de cada país para la identificación de inversiones efectivas, en el área social, en la región amazónica; y, c) la difusión del conocimiento generado, para promover estrategias para el impulso de la bioeconomía sostenible, la igualdad de género y el desarrollo con identidad.",200000.000,200000.00,0.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
RG-T3976,Fortalecimiento del Talento Digital para la Innovación y el Emprendimiento,2022-12-12T00:00,2022-12-12T00:00,RG,Regional,Implementación,ST,CIENCIA Y TECNOLOGIA,ST-HRD,CAPITAL HUMANO SUPERIOR,TCP,Cooperación Técnica,"El objetivo general de esta Cooperación Técnica (CT) No Reembolsable es fortalecer las capacidades para el diseño e implementación de políticas de Colombia y Chile, relacionadas con el talento digital, la innovación y el emprendimiento. Los objetivos específicos son: i) complementar las habilidades gerenciales con la incorporación de habilidades digitales, críticas para la innovación y el emprendimiento, y ii) proponer alternativas para el uso de datos y tecnologías digitales para mejorar el talento, la innovación y el emprendimiento y el desarrollo productivo.",200000.000,200000.00,0.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
RG-T3978,Institucionalización de Encuestas Sobre Transformación Digital,2022-09-22T00:00,2022-09-22T00:00,RG,Regional,Implementación,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-PUB,REFORMA Y APOYO AL SECTOR PUBLICO,TCP,Cooperación Técnica,"El objetivo de esta CT es mejorar el diseño y monitoreo de políticas públicas de transformación digital del gobierno a través de un aumento en la cantidad y calidad de información estadística al respecto. En específico, la CT busca promover la creación, actualización o ampliación de encuestas realizadas por los Institutos Nacionales de Estadística en los países de América Latina y el Caribe a ciudadanos, empresas y funcionarios públicos que permitan conocer el grado de preparación de estos actores para la transformación digital, así como monitorear el avance de las políticas de gobierno digital e identificar áreas prioritarias de intervención a futuro.",150000.000,150000.00,0.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
RG-T3979,"Mayor movilización de inversiones para una recuperación verde y resiliente con micro, pequeñas y medianas empresas (MIPYMES) a través del apoyo de los Bancos Nacionales de Desarrollo (BND)",2021-12-08T00:00,2021-12-08T00:00,RG,Regional,Cerrado,FM,MERCADOS FINANCIEROS,FM-FES,FINANCIAMIENTO EN PRO DE LA SOSTENIBILIDAD AMBIENTAL,TCP,Cooperación Técnica,"El objetivo de esta intervención es el fortalecimiento institucional y técnico de los BND y otras instituciones públicas para la provisión de análisis y herramientas para identificar oportunidades de financiamiento verde para las MIPYMES que pueden contribuir directamente a una recuperación climáticamente inteligente en los países seleccionados. Esto les permitirá incrementar sus habilidades para identificar, explotar y monitorear las oportunidades de financiamiento climático con PyMEs y, por ende, apoyar los esfuerzos del BID para incrementar el nivel de financiamiento climático con intermediarios financieros dedicados al sector productivo y PyMEs en ALC.",400000.000,400000.00,0.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
RG-T3980,El rol de las instituciones públicas en el fomento de la productividad dentro de la administración pública y para la economía en general,2021-12-16T00:00,2021-12-16T00:00,RG,Regional,Cerrado,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-PUB,REFORMA Y APOYO AL SECTOR PUBLICO,TCP,Cooperación Técnica,Apoyar los esfuerzos de los países miembros prestatarios del BID para: (i) reforzar las capacidades transversales de la Administración pública que permiten generar un marco habilitante para la productividad; y (ii) fortalecer la productividad de los insumos de producción de la política y servicios públicos (como el talento humano) para maximizar la eficiencia del sector público.,150000.000,150000.00,0.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
RG-T3982,Apoyo a la generación de información de desempeño de las empresas de AyS para el OLAS,2021-10-28T00:00,2021-10-28T00:00,RG,Regional,Implementación,AS,AGUA Y SANEAMIENTO,AS-AGU,ABASTECIMIENTO DE AGUA EN ZONAS URBANAS,TCP,Cooperación Técnica,"El objetivo de esta CT es coordinar los esfuerzos de recolección y análisis de datos enfocados en la gestión de las empresas de servicios de agua y saneamiento. En particular, la información a la que se dirige esta CT son datos sobre producción y venta de agua, indicadores de calidad y servicio del agua y estados financieros, específicamente costos de producción fijos y operativos a nivel de las empresas de servicios de agua y saneamiento. Estos datos, obtenidos de AquaRating y múltiples fuentes complementarias, proporcionarán nuevos conocimientos sobre la gestión del agua al OLAS y ayudarán a describir la situación actual en la región a este respecto.",230436.000,230436.00,0.00,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,ACTIVE
RG-T3986,Apoyo a la Transversalización del Cambio Climático en Países de Centroamérica,2021-12-10T00:00,2021-12-10T00:00,RG,Regional,Implementación,PA,MEDIO AMBIENTE Y DESASTRES NATURALE,PA-FCC,FINANCIAMIENTO RELACIONADO CON EL CAMBIO CLIMÁTICO,TCP,Cooperación Técnica,"Promover la transversalización a través del alineamiento del financiamiento y políticas de cambio climático, incluyendo la cartera operacional del BID en El Salvador, Honduras y Guatemala con la Contribución Determinada a Nivel Nacional (NDC por sus siglas en inglés) de estos países, para incorporar consideraciones de resiliencia climática y de reducción de emisiones de gases de efecto invernadero (GEI) en sectores como conectividad digital, bosques, agricultura, infraestructura vial, hospitalaria y electromovilidad, entre otros.",200000.000,200000.00,0.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
RG-T3988,Descarbonización a través del hidrógeno: Vías para la Recuperación Verde,2021-12-09T00:00,2021-12-09T00:00,RG,Regional,Cerrado,EN,ENERGIA,EN-TBC,TECNOLOGÍAS ENERGÉTICAS DE BAJAS EMISIONES DE CARBONO,TCP,Cooperación Técnica,"El objetivo de esta CT es identificar vías para el uso del hidrógeno en la descarbonización del sector energético en ALC como parte de la agenda de recuperación verde. Más precisamente, esta CT tiene como objetivo promover las condiciones propicias para la inversión privada en los usos energéticos del hidrógeno verde en descarbonización del sector energético al mismo tiempo que se crean empleos sostenibles.",1345000.000,1345000.00,0.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
RG-T3989,Política Fiscal en la Transición a la Nueva Economía tras el COVID-19: lecciones del Pacto Nuevo Verde y Digital de Corea,2021-11-10T00:00,2021-11-10T00:00,RG,Regional,Implementación,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-FIS,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,TCP,Cooperación Técnica,"El objetivo de esta cooperación técnica (CT) es apoyar a los gobiernos de ALC mediante el intercambio de conocimientos para diseñar e implementar un nuevo paradigma socioeconómico y una política fiscal relevante para abordar los desafíos económicos y sociales desencadenados por la pandemia Covid-19 y promover el crecimiento sostenible. Esta CT está diseñada para ayudar a los gobiernos de los países miembros i) a identificar áreas prioritarias de política económica y social y establecer una estrategia nacional general para la recuperación pospandémica; y ii) implementar la política fiscal y los beneficios fiscales pertinentes, y movilizar la inversión pública y privada para promover el crecimiento socioeconómico y nuevas industrias a raíz de la pandemia actual.",500000.000,500000.00,0.00,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,ACTIVE
RG-T3990,VigiMusa: Plataforma Latinoamericana y del Caribe para la vigilancia fitosanitarias de las musáceas,2021-12-08T00:00,2022-03-21T00:00,RG,Regional,Implementación,AG,AGRICULTURA Y DESARROLLO RURAL,AG-DEV,DESARROLLO AGROPECUARIO SOSTENIBLE,TCP,Cooperación Técnica,"Crear una plataforma de vigilancia epidemiológica para plagas y enfermedadesde las musáceas (VigiMusa) que permitirá, integrar, nivelar y capacitar a las Organizaciones Nacionales de Protección Fitosanitarias (ONPFs) y a las Organizaciones Regionales de Protección Fitosanitarias (ORPFs) y los sectores de musáceas en los países de América Latina y el Caribe (ALC) sobre métodos y protocolos de trabajo que minimicen el riesgo de incursiones de plagas cuarentenarias. VigiMusa integrará además a otras organizaciones continentales de protección fitosanitaria para la prevención de enfermedades de musáceas tanto de exportación como de mercado local. VigiMusa permitirá la detección temprana de patógenos, facilitará la toma de decisiones y garantizará niveles de respuestas adecuados para el manejo de eventuales brotes de plagas que pongan en riesgo la estabilidad socioalimentaria de territorios altamente dependientes de las musáceas en ALC.",600000.000,1020000.00,420000.00,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,ACTIVE
RG-T3991,Articulación de organismos de acreditación para el fortalecimiento de la infraestructura de calidad a nivel andino,2021-12-14T00:00,2022-03-11T00:00,RG,Regional,Implementación,ST,CIENCIA Y TECNOLOGIA,ST-RDH,INVESTIGACIÓN Y DESARROLLO REGIONAL Y ARMONIZACIÓN NORMATIVA,TCP,Cooperación Técnica,"Fortalecimiento de la infraestructura de la calidad a nivel andino mediante: (i) el intercambio de profesionales técnicos (evaluadores y expertos técnicos) a fin de suplir necesidades para evaluaciones de acreditación en los diferentes países, mediante la creación de una herramienta tecnológica que permita almacenar en tiempo real la información de profesionales autorizados para diferentes esquemas de acreditación, y visualizar todos los profesionales técnicos habilitados para participar en procesos de acreditación en la Comunidad Andina (CAN); (ii) la integración y uso de la información de los organismos de acreditación; y (iii) el establecimiento de un centro de formación para evaluadores yexpertos técnicos.",600000.000,844862.35,244862.35,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
RG-T3992,Hub de transformación digital,2021-12-09T00:00,2022-07-25T00:00,RG,Regional,Implementación,PS,EMPRESAS PRIV Y DESARROLLO DE PYME,PS-PYM,PYMES PEQUEñA Y MEDIANA EMPRESA,TCP,Cooperación Técnica,"Coordinar el ecosistema regional para transformar las MIPYME a través de la adopción de tecnología digital, ofreciendo datos y protocolos de intercambio de datos sobre las necesidades de capacidad digital como un bien público clave que se utilizará para desarrollar un algoritmo de aprendizaje automático que apoyará a las Organizaciones de Apoyo Empresarial (OAE) en una mejor comprensión y diseñar políticas y programas que satisfagan las necesidades de las MIPYMES caribeñas que operan en la economía digital. Las OAE podrán intercambiar las mejores prácticas para el diseño, planificación y gestión de políticas de innovación digital y herramientas de adopción de tecnología digital. Estos datos luego se incorporarán a otro bien público, el Instituto de Transformación Digital del Caribe, una plataforma regional para ofertas de creación de capacidad digital seleccionadas, estandarizadas y de calidad para las MIPYME del Caribe.",680000.000,680000.00,0.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
RG-T3993,Política Fiscal para el Cambio Climático: Apoyo a los Ministerios de Finanzas de América Latina y el Caribe,2021-12-06T00:00,2021-12-06T00:00,RG,Regional,Implementación,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-FIS,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,TCP,Cooperación Técnica,Desarrollar metodologías e instrumentos para que los Ministerios de Finanzas incorporen la acción climática en su política y gestión fiscal. Las áreas de intervención se priorizarían en función a la demanda y podrán incluir: (i) desarrollo de estrategias de transición hacia economías bajas en carbono y resilientes al cambio climático; (ii) incorporación de la dimensión climática en la gestión del gasto publico; (iii) aplicación de politicas tributarias ambientales; (iv) apoyo a la preparación de estrategias de financiamiento climático; y (v) fortalecimiento de los roles de los Ministerios de Finanzas en materia de cambio climático. Las metodologías e instrumentos desarrollados en el proyecto se pondrán a disposición de cualquier país interesado dado su carácter de bien público regional.,650000.000,650000.00,0.00,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,ACTIVE
RG-T3994,Modelo de fortalecimiento de capacidades institucionales del sector de seguridad y justicia para responder a la trata de personas en América Latina y el Caribe con enfoque de género y abordaje del ámbito digital,2021-12-09T00:00,2021-12-09T00:00,RG,Regional,Implementación,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-JUS,MODERNIZACIÓN Y ADMINISTRACIÓN DE JUSTICIA,TCP,Cooperación Técnica,"Mejorar la respuesta de los países a la Trata de Personas mediante el fortalecimiento de las capacidades institucionales del sector de Seguridad y Justicia y la coordinación con otros sectores para combatir de manera más efectiva este delito. Para tal fin, el proyecto tiene como componentes: (i) el desarrollo de protocolos regionales para dar una respuesta coordinada a la Trata de Personas desde el sector de seguridad y justicia (policías, fiscalías y poder judicial) con enfoque de género y atención a las tecnologías digitales en las áreas de prevención, protección, persecución y cooperación transnacional; (ii) la capacitación de funcionarios del sector y la prestación de asistencia técnica a la implementación de los protocolos; y (iii) la implementación de un mecanismo de diálogo para la generación, difusión e intercambio de conocimiento de vanguardia sobre buenas prácticas de coordinación para la respuesta efectiva a la Trata de Personas.",700000.000,700000.00,0.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
RG-T3995,Integración regional de la cadena de valor del hidrógeno verde,2021-12-07T00:00,2021-12-07T00:00,RG,Regional,Implementación,EN,ENERGIA,EN-TBC,TECNOLOGÍAS ENERGÉTICAS DE BAJAS EMISIONES DE CARBONO,TCP,Cooperación Técnica,"Crear un hub de hidrógeno verde para América Latina y el Caribe (ALC) que aborde los siguientes temas: regulación de seguridad, estándares de contrato y certificación de origen; y formular una propuesta de certificación armonizada de hidrógeno verde, que incluirá un estudio de potenciales mecanismos de certificación de hidrógeno verde o uno de sus productos asociados, como amoniaco y una propuesta armonizada de regulación de seguridad para transporte de hidrógeno verde.",480000.000,812300.00,332300.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
RG-T3996,DIGITAC HUB: Hub Digital de Transporte Automotor de Carga,2021-10-22T00:00,2021-10-22T00:00,RG,Regional,Implementación,TR,TRANSPORTE,TR-LPM,"PLANIFICACIÓN LOGÍSTICA, TRANSPORTE MULTIMODAL Y PLATAFORMAS LOGÍSTICAS",TCP,Cooperación Técnica,"Creación de un HUB de la industria del transporte automotor de carga que se consolidará como brazo operativo para los Ministerios sectoriales y funcionará como “one-stop-shop” para las empresas, buscando establecer un ecosistema de trabajo y de intercambio de datos y conocimiento con el objetivo de ayudar a construir rutas más eficientes para la adopción de tecnologías digitales y verdes en el sector. El HUB trabajará concretamente en dos ejes complementarios: (i) Gestión empresarial y visión futura –ofreciendo cursos sobre las oportunidades de transformación digitaly energética; acceso a financiamiento, muestra y pilotaje de soluciones provistas por start-ups; y la posibilidad de desarrollar estudios específicos solicitados por sus miembros. (ii) Transformación Digital - generando datos y soluciones basadas en tecnologías digitales provistas por firmas establecidas, start-ups, MDBs y entidades del sector público, mecanismos de almacenamiento y gobernanza de los datos y herramientas de analítica.",400000.000,495000.00,95000.00,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,ACTIVE
RG-T3997,"Plataforma colaborativa regional para el fortalecimiento de la economía circular, de cara a la recuperación post COVID-19 y la mitigación del cambio climático",2021-12-09T00:00,2021-12-09T00:00,RG,Regional,Implementación,AS,AGUA Y SANEAMIENTO,AS-SOL,DESECHOS SÓLIDOS,TCP,Cooperación Técnica,"Fortalecer la economía circular en América Latina y el Caribe para impulsar la transición a estos modelos de negocio de cara a la recuperación económica del COVID-19 y la mitigación del cambio climático. Para lograrlo, el proyecto diseñará e implementará una plataforma en la que se articule la demanda y oferta de insumos reutilizables entre empresas, para generar nuevos mercados. Asimismo, la plataforma pondrá a disposición de los usuarios guías ybuenas prácticas frente a la economía circular, que ayuden a la región a implementar políticas que promuevan este modelo de negocio. Por último, se creará una caja de herramientas para el diseño de mecanismos financieros alternativos orientados a impulsar la transición hacia procesos residuo cero y bajos en carbono y que promuevanun ecosistema favorable para este tipo de inversión.",560000.000,660000.00,100000.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
RG-T3998,Economía Circular y Gestión Sostenible de Plásticos en los Países de la Alianza del Pacífico,2021-12-06T00:00,2022-02-24T00:00,RG,Regional,Implementación,AS,AGUA Y SANEAMIENTO,AS-SOL,DESECHOS SÓLIDOS,TCP,Cooperación Técnica,"Apoyar la implementación de las agendas de economía circular y gestión sostenible de plásticos en la Alianza del Pacífico a través de: (i)Desarrollo de estudios diagnósticos y levantamiento de datos a nivel subregional. El foco de los estudios estará en aspectos regulatorios, financieros y técnicos (reciclabilidad de materiales). (ii) Conformación de una Unidad de Ciencia de Datos que aporte información de gestión a los países en materia de plásticos y economía circular. (iii) Desarrollo de propuestas de normativas orientadas a la convergencia regulatoria a nivel subregional. (iv) Desarrollo de estándares y reglamentos técnicos a nivel subregional. (v) Generación de capacidades a nivel sector público y privado y de grupos de trabajo. (vi) Generación de propuestas de compromisos públicos,privados y público-privados a nivel subregional que definan objetivos y metas comunesa nivel de bloque.",750000.000,575000.00,75000.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
RG-T3999,Campaña digital de comunicaciones para atraer inversión extranjera directa al Caribe,2021-12-07T00:00,2022-04-01T00:00,RG,Regional,Implementación,TD,COMERCIO,TD-EIP,PROMOCIÓN DE LA EXPORTACIÓN Y LA INVERSIÓN,TCP,Cooperación Técnica,"Desarrollo e implementación de una campaña de marketing online con foco en la generación de leads para inversores y conversión a proyectos. Al decidir invertir, la mayoría de los inversores comienzan su proceso de selección de sitios a nivel regional antes de centrarse en un país específico dentro de la región seleccionada. Al promover la región como un lugar para la inversión, el Caribe aumentará la probabilidad de atraer inversionistas a cualquier país. Esta iniciativa incluye el desarrollo de encuestas regionales de percepción de inversores, que informarán una campaña regional de marketing digital. Se desarrollarán herramientas y métodos de promoción regionales para la promoción en línea y se desarrollará la capacidad de los socios de este proyecto para garantizar la sostenibilidad.",610000.000,811960.00,201960.00,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,ACTIVE
RG-T4000,Comunidades cuidadoras como herramienta para una vida libre de violencia de género.,2021-11-19T00:00,2022-02-18T00:00,RG,Regional,Implementación,IS,INVERSIONES SOCIALES,IS-GDI,IGUALDAD DE GÉNERO Y EMPODERAMIENTO DE LA MUJER,TCP,Cooperación Técnica,"Fortalecer las políticas públicas integrales contra la violencia basada en género a nivel regional para una vida libre de violencia mediante la creación y fortalecimiento de comunidades cuidadoras en cuatro ciudades de América Latina. La acción de las ciudades participantes permitirá generar resultados de uso colectivo anivel regional que apunten a la adopción del concepto de comunidades cuidadoras para una vida libre de violencia así como la consolidación de redes locales de agentes, generando acciones que prevengan y atiendan en forma más integral la violencia basada en género y la protección de la comunidad más inmediata en el contexto del empeoramiento de la problemática debido al Covid-19.",420000.000,570600.00,150600.00,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,ACTIVE
